Date,Title,Summary
2023/02/24,Zer iritzi dute errusiarrek Ukrainako gerrari buzuz?,"Errusiarren zati handi batek Ukrainako gerra justifikatzen du, mendebaldearen mehatxupean daudela argudiatuz. Beste batzuk berriz, bakea nahi dute."
2023/02/24,ACNURen esanetan 8 milioi errefuxiatu baino gehiago sortu ditu gatazka honek,"Gehienak ekialdetik irten ziren, Errusia aldera. Europar Batasunean Poloniak eta Alemaniak hartu dituzte pertsona gehien."
2023/02/24,Kherson hiriko aireportuan ukrainarren eta errusiarren arteko borroka odoltsuenetakoa gertatu zen,Gerrak azpiegiturak guztiz suntsituta utzi ditu Ukrainako toki askotan. Horietako bat da Khersoneko aireportua. Mikel Reparazek gertutik ikusi ahal izan du suntsitutako instalazioa.
2023/02/24,"Carmen Romero, NATO: ''Putin gaur erretiratzen bada, gaur bertan amaituko da gerra''","NATO-ko idazkariorde nagusiaren hitzetan, Ukrainak atzera egingo balu, aldiz, desagertu egingo litzateke. Hala ere, argi du NATOk ezin duela eta ez dela izango gerraren parte. Kideak defendatzen ari direla, ez erasoan, azpimarratu du."
2023/02/24,"ETB Bakhmuteraino heldu da, errusiarren erasoen menpean dagoen Donbaseko frontean",Andoni Lubakik Bakhmut hirira sartzea lortu du. Bertako biztanleak bizi diren egoera gogorraen lekuko izan da. Bolondresek egiten duten lan garrantzitsua ere gertutik ikusi ahal izan du.
2023/02/24,Defentsa Ministerioak uste du Errusiak espero baino hilabete gehiago beharko duela Donbass kontrolatzeko,"Ukrainan, ekialdeko fronte osoan egin dutela gaur eraso esan du eguneroko agerraldian Errusiako defentsa bozeramaileak. Euren tropak Donbassetik kanpo, Kharkiveko lurraldean dagoen Kupiansken ere borrokan ari direla gaineratuz."
2023/02/24,2023a garaipenaren urtea izango dela adierazi du Zelenskik lasaitasun urduriak markatutako urteurrenean,"Santa Sofia plazan, inbasioaren urteurrenean, Ukrainako ""heroiak"" deitu dituenak omendu ditu Volodimir Zelenskik. ""Ukraina bizirik dago"", ospatu du presidenteak, 300 bat soldadu eta eroritakoen zenbait senide presente izan diren zeremonian. "
2023/02/24,Xabier Usabiagak Ukrainako gerrako eszenatoki garrantzitsuenetako batzuk bisitatu ditu,"Irpin, Borodyanka eta Butxa gerraren krudeltasunaren lekuko izan dira azken urtean. Xabier Usabiagak bertako bizilagunekin hitz egiteko aukera izan du."
2023/02/24,"Txinak bake plana aurkeztu du Ukrainarako, su etena eta Errusiaren aurkako zigorrak kentzea eskatzen duena","Pekinek 12 proposamen biltzen dituen dokumentua aurkeztu du, gatazkari konponbide politikoa eman nahian. NATO eta Europako Batzordea mesfidati agertu dira Txinak egindako planaren aurrean. "
2023/02/24,Jean Pierre Raynaud artista frantziarrak Picassoren ''Guernica'' margolanaren bertsio modernoa aurkeztuko du,"Jean Pierre Raynaud artistak Picassoren ""Guernica"" berrinterpretatu du, Zelenskik Veneziako Biurtekoan Europako artistei gerraren aurka ozenki mintzatzeko egin zien eskaerari erantzunez."
2023/02/24,EAEko 1.500 familiak Ukrainako errefuxiatuak hartu dituzte gerrako lehen urtebete honetan,"Familiok 3.500 ukrainar ingururi egin diete harrera. Eusko Jaurlaritzak eman ditu datuak, EAEk 12 hilabeteotan erakutsitako elkartasuna zenbakitan jarrita. "
2023/02/24,Ukrainako Errefuxiatuei Harrera Egiteko Jarraipen Mahaia bilduta dago,"Ekialdeko Europako herri horri elkartasuna adieraziko dio Eusko Jaurlaritzak ekitaldi instituzional batean, Lehendakaritzaren egoitzan."
2023/02/24,"Inbasioak urtea bete du, Errusiaren erasoaldi handi baten susmoen artean","Putinek gerra azkar bat bezala abiatu zuen inbasioa, baina urtebete geroago gatazkak amaiera gertu duenik ez du ematen."
2023/02/24,"Zelenskik Xi Jinpingekin biltzeko asmoa du, eta nazioarteko goi-bilera bat egitea proposatu du","Ukrainako presidenteak ez du xehetasunik eman balizko bilera horren lekuari edo uneari buruz. Gainera, ""kontinente guztietako herrialdeekin"" goi-bilera bat egitea proposatu du, NBEren Batzar Nagusian jasotako babesaren ostean."
2023/02/24,"Euroganberako bozeramailea: ""Ukrainako gerra inbaditzaileak erabat atzera eginda soilik amaitu daiteke""","Arantza Ruiz EITBko albistegietako zuzendariak Jaume Duch elkarrizketatu du ETB2ko '12 minutos 'saioan. ""Ukrainarrek, jakina, eskubide osoa dute euren lurralde osotasuna defendatzeko"", adierazi du."
2023/02/24,"Poloniako muga, iaz baino lasaiago","Milioika ukrainarrek zeharkatu zuten muga gerratik ihesi orain urtebete. Bigarren Mundu Gerraz geroztik erbesteratze handiena izan da, eta Polonia izan du pasabide nagusi."
2023/02/24,"Ukrainak atzera egin du Donbassen, eta Bakhmut galduz gero Kramatorsk arriskuan legoke","Gerra ez da amaitu eta fronteetan borrokak areagotu egin dira urteurrenaren bezperan. Ukrainak atzera egin du Donbassen, eta Bakhmut galduz gero Kramatorsk arriskuan legoke."
2023/02/24,Europako Batzordeak eta Kontseiluak debekatu egin diete langileei TikTok instalatzea,"Debekua eragin duen eraso zehatzen bat izan ote den argitzea saihestu du Europako Batzordearen bozeramaileak. TikTok elkartearen ustez, berriz, erabakia ""oker dago eta kontzeptu okerretan oinarritzen da""."
2023/02/24,"Sanchezek iragarri du 10 Leopard tanke igorriko dituztela Ukrainara, aurreikusitakoak baino lau gehiago","Bestalde, agintariak azaldu du ""aztertu"" egingo dutela hegazkinak ere bidaltzea, Zelenskik eskatu bezala. Hori bai, NATOko beste herrialdeekin koordinatuta."
2023/02/24,Artilleria erasoak eguneroko bihurtu dira Khersonen,"Ukrainako gerra hasi zenetik urtebete betetzear dela, herrialdearen hegoaldean dagoen Kherson hiria da eraso gehien pairatzen dituenetako bat. Errusiako armada ibaiaren beste aldean dago eta bertatik ia egunero jaurtitzen dituzte bonbak. "
2023/02/24,''Iritsi bezain laster alarma antiaereoak joka hasi dira eta metroan babestu behar izan gara'',"Xabier Garcia Ramsdenek ETB2ko ""En Jake"" saioan kontatu du nola jaitsi behar izan duten Kieveko metrora alarma antiaereoak joka hasi direnean. Minutu batzuen ondoren, berriro kalera atera ahal izan dira eta jarduera ""normalari"" ekin diote."
2023/02/24,"EITBko lantalde bat Kievera iritsi da, gerra hasi zenetik urtebete bete denean","Radio Euskadik saio bereziak eskainiko ditu bertatik eta ostiralean, hilak 24, ""Gaur Egun"" eta ""Teleberri"" albistegiak Ukrainatik emitituko dira. EITB lantaldea gaur goizean iritsi da Kieveko tren geltokira."
2023/02/24,"Indar erakustaldia egin du Putinek 200.000 lagun bilduz, Ukrainan ari diren soldadu errusiarren ohorez","Ukrainako gerraren lehen urtemugaren atarian, Putinek Txinako atzerri gaietako arduradun nagusia hartu du Moskun. Ondoren, Errusiako presidenteak indar erakustaldia egin du ekitaldi jendetsuan. Errusiaren muga historikoak defendatzen ari direla berretsi du."
2023/02/24,"Duch: ''Gerra luzea izango da, Putinek ez duelako ulertu irtenbiderik gabeko lurraldean sartu dela''","Arantza Ruiz EITBren Albistegietako zuzendariak Jaume Duch Europako Parlamentuko bozeramailea elkarrizketatu du '12 minutos' saioan. Ukrainako gerrari buruz hitz egin du, Errusiak inbasioa hasi eta urtebetera. Gaur gauean, ETB2n."
2023/02/24,Ukraina: gerraren arrastoak urtebetean,"Mikel Reparaz, EITBko Nazioarte gaien arduraduna, Ukraina hegoaldean izan da. Mykolaiven eta Khersonerako bidean ikusi duen suntsipenaren berri eman du."
2023/02/24,NBEko Batzar Nagusiak saio berezia egingo du gaurtik aurrera Errusiaren Ukrainako inbasioa aztertzeko,Josep Borrell Europar Batasuneko diplomaziaburua New Yorkera joana da euroguneko 25 ministrorekin batera.
2023/02/24,"Gutxienez 46 pertsona hil dira Sao Paulon, euri-jasen ondorioz","Larunbatetik Brasilgo Sao Paulo estatuko kostaldea astintzen ari diren euriteen ondorioz 46 pertsona hil dira, eta agintariak 40 bat desagerturen bila ari dira oraindik, azken balantzearen arabera."
2023/02/24,"Dnipro, Donbasseko errefuxiatuen aterpe","Donbasetik gertu, herritar askoren babesleku da Dnipro hiria. Herritarrek lasaitua hartu dute Putinek ez duelako beste mobilizazio deirik egin."
2023/02/24,Mendebaldeak ez duela Errusia suntsitu nahi eta Moskuk ez duela Ukraina garaituko adierazi du Bidenek,"Kievetik Varsoviara heldu berri, eta Putinen mehatxuak entzun ondotik, agerraldia egin du Joe Biden Estatu Batuetako presidenteak. Lehen urtemugaren atarian NATO inoiz baino indartsuago dagoela esan du, eta Ukrainarenganako babesa hautsiezina izango dela berretsi du."
2023/02/24,Aita Marik 40 pertsona erreskatatu ditu Mediterraneoan,"Erreskatatutako migratzaileak gehiegi kargatutako txapazko txalupa batean zihoazen; tartean, bi adingabe daude."
2023/02/24,"Biden, Polonian: ""Ukraina ez da inoiz garaipena izango Errusiarentzat. Sekula ez!""","""Autokratek hitz bakarra ulertzen dute: ez, ez, ez. Ez duzue nire herria hartuko, ez didazue askatasuna kenduko"", esan du Bidenek Errusiari erreferentzia eginez. ""AEBk Polonia eta NATO behar ditu, Poloniak eta NATOk AEB behar duten bezainbeste"", erantsi du Andrzej Duda homologoaren aurrean."
2023/02/24,Milaka pertsonak elkartasuna adierazi diete ukrainiarrei Euskal Herriko kaleetan,"Bilbon, Gasteizen, Donostian eta Iruñean manifestazio jendetsuak egin dituzte ostiral arratsaldean. Ukrainar asko ere izan dira horietan, eta eskertu egin dute jasotako babesa."
2023/02/24,Anhelina Drozd: ''Gu etxetik atera eta hortik bi ordutara gure etxea suntsitu zuten hiru bonba erori ziren'',"Anhelina eta Kamilla Drozd ahizpak 2020ko martxoaren 14an iritsi ziren Euskal Herrira. Hemen ongi eta lasai daude orain, baina gustura joango lirateke Ukrainara bertako familia bisitatzera."
2023/02/24,Cocaren hilketaren epaiketa urrira atzeratzea eskatu du Fiskaltzak,"Era berean, Ministerio Publikoak gogorarazi du auzipetuetako batek ihes egin duela, eta ""denbora"" eman behar zaiola hura atxilotzeko nazioarteko aginduari."
2023/02/24,"Euskararen Etxea, euskararen historia eta erronkak era interaktiboan eta atseginean ezagutzeko zentroa","Garai berrietara egokitzeko, are interaktiboagoa bihurtu dute Euskararen Etxea. Berrikuntzez aritu dira Iurdana Akasuso eta Xabier Arauzo. Euskararen biziberritze prozesuan egindako lana, nondik gatozen eta nora goazen eta erronkak zein diren azaltzen dute Bilbon dagoen interpretazio zentroan."
2023/02/24,Pablo Ibarren defentsak betiko kartzela baliogabetzea eta epaiketa berri bat egitea eskatuko du asteartean,"Datorren asteartean ahozko ikustaldia egingo da Floridako West Palm Beach hiriko apelazio auzitegian, betiko kartzela zigorra ezarri eta hiru urtera. Aurrez, hogei urte igaro zituen heriotza korridorean euskal jatorria duen presoak. "
2023/02/24,Ukrainatik ihesi bake lekua topatu dute Oñatin Yulak eta bere familiak,Pake Leku izeneko tabernaren ardura du Yula Krekotenek. Haren amak Taniak eta herrikide Yanak ere bertan egiten dute lana.
2023/02/24,Behin-behineko espetxealdia ezarri diote Donibane Lohizunen irakaslea hil zuen gazteari,"Adin txikikoen zentro batean kartzelatu dute. Donibane Lohizuneko San Tomas Akinokoa lizeoko ikasleak eskolara itzuli dira gaur. Atzo ikastetxea itxita egon zen, langileei eta ikasleei laguntza psikologikoa eskaintzeko. "
2023/02/23,"Nafarroako Parlamentua: ''Nafarroa gizarte solidarioa da, eta herritarrek zein erakundeek dena eman dute''","Unai Ugalde Nafarroako Parlamentuko presidenteak boluntarioen eta Nafarroako erakundeen lana goraipatu du Ukrainako gerraren lehen urteurreneko ekitaldi instituzionalean. Boluntarioen lana ""tragediaren arteko gauza positibo bakarra"" izan dela esan du."
2023/02/24,Elkarretaratzeak EAEko udaletxeetan Ukrainako gerraren aurka,"Errusiak Ukraina inbaditu zueneko lehen urteurrena oroitzeko, EAEko udaletxeen atarian elkarretaratzeak egin dira Ukrainako herriaren alde."
2023/02/24,"Hotz dator asteburua, izotzagatik eta elurragatik abisu horiak iragarrita","Larunbat goizean, giro argia espero da, baina zerua estaliz joango da, eta euria egin dezake azken orduan. Igandea grisago esnatuko da, eta elur-kota jaitsiz joango da, 1.000 metrotik ia 100 metrora azken orduan, baina prezipitazio txikiak espero dira."
2023/02/24,Donibane Lohizuneko San Tomas Akinokoa lizeoko ikasleak zentrora itzuli dira,"Atzo itxita egon zen, ikasle eta irakasleei arreta psikologikoa eskaintzeko. Frantziako Estatuko ikastetxe guztiek minutu bateko isilunea egin zuten."
2023/02/24,Donibane Lohizuneko Akinoko Sano Tomas lizeoko ikasleak klasera itzuli dira,"16 urteko ikasle batek irakasle bat hil eta bi egunera, eskolak berriz hasi dituzte Donibane Lohizuneko Akinoko San Tomas lizeoan."
2023/02/24,EAEko 1.500 familiak Ukrainako errefuxiatuak hartu dituzte gerrako lehen urtebete honetan,"Familiok 3.500 ukrainar ingururi egin diete harrera. Eusko Jaurlaritzak eman ditu datuak, EAEk 12 hilabeteotan erakutsitako elkartasuna zenbakitan jarrita. "
2023/02/24,Epaileak aske utzi du Gurutzetako Ospitalean emakume bati sexu erasoa egitea egotzita atxilotutako gizona,"Atxilotua Psikiatrian ingresatuta dagoen gaztea da, eta sexu askatasunaren kontrako delitua leporatu diote. Epaileak libre utzi arren, Ertzaintzak ikerketa zabalik du gertaturikoa argitzeko."
2023/02/24,Erkoreka: ''Ertzaintzak espero baino droga gehiago aurkitu du arma zurien kontroletan'',"Eusko Jaurlaritzaren Segurtasun sailburuak adierazi du gauza baten bila joan eta beste bat aurkitu dutela kasu askotan, nahiz eta azken hiru asteetan EAEn 68 arma zuri edo antzeko ere atzeman dituzten."
2023/02/24,Ukrainako Errefuxiatuei Harrera Egiteko Jarraipen Mahaia bilduta dago,"Ekialdeko Europako herri horri elkartasuna adieraziko dio Eusko Jaurlaritzak ekitaldi instituzional batean, Lehendakaritzaren egoitzan."
2023/02/24,"Euskal Herria zeru urdinarekin esnatu da, baina tenperatura baxuekin","Euskal Herriko mendi asko zuriz estalita esnatu dira gaur, baina zeru urdinekin."
2023/02/24,"Osakidetzaren aldeko eta osasun publikoa ""desegitearen"" aurkako manifestazioak, larunbat honetan","SATSEk, ELAk, LABek, SMEk, CCOOk eta UGTk EAEko hiru hiriburuetan egingo dituzte protestak, Lehen Arretaren egoera ""bereziki prekarioa"" salatzeko, besteak beste."
2023/02/24,"Lide Amilibia: ""Elkarlan sendoa izan dugu eta uste dut erantzun egokia ematen asmatu dugula""","Gizarte Politiketarako sailburuordeak Ukrainatik EAEra etorritako errefuxiatuei eman zaien arretaren inguruan hitz egin du Euskadi Irratian. ""Hasierako ezjakintasunetik"" abiatuta, erakundeen eta eragileen ""elkarlan sendoari esker"" egoera larriari irtenbidea eman zaiola uste du. "
2023/02/24,Lide Amilibia: ''Elkarlan sendoa izan dugu eta uste dut erantzun egokia ematen asmatu dugula'' ,"Gizarte Politiketarako sailburuordeak Ukrainatik EAEra etorritako errefuxiatuei eman zaien arretaren inguruan hitz egin du Euskadi Irratian. ""Hasierako ezjakintasunetik"" abiatuta, erakundeen eta eragileen ""elkarlan sendoari esker"" egoera larriari irtebidea eman zaiola uste du."
2023/02/24,"Albiste izango dira: Ukrainako gerrak urtebete, EITB zuzenean Kievetik eta errefuxiatuei harrera Gasteizen","Gaurkoan albiste izango direnen laburpena, hitz bitan."
2023/02/24,Zergatik egiten da arrotza sagardoa edo ardoa latatik edatea?,"Freskagarriak, garagardoa edota edari energetikoak latatik edatea ez zaigu arrotza egiten, ohikoa baizik, baina zergatik ez edan sagardoa, ardoa edo ura latatik? Tradizioari eutsi nahi diote askok, eta beste batzuek, kontsumitzaileen beharrak asetu berrikuntzen eta formatu berrien bidez. "
2023/02/24,"Izotza eta muturreko tenperatura baxuak tarteko, abisu horian izango da EAEko barrualdea gaur eta bihar","06:00etan bukatu da elurragatik ezarritako abisu horia, baina 10:00ak arte eutsiko zaio hotzagatik ezarritakoari. Bihar ere izotzagatik eta muturreko tenperatura baxuengatik abisupean egongo da lurraldearen barrualdea. "
2023/02/24,Santi Coca auzian ihes egindako gaztearen aurkako euroagindua eman dute,"Gainera, Gipuzkoako Auzitegiak auzi-iheslari deklaratu du gaztea, joan den urritik justiziatik ihes eginda baitago. Gainerako bost auzipetuei dagokienez, ahozko epaiketa hasteko tramiteek aurrera jarraitzen dute."
2023/02/24,"Bere irakaslea sastatu zuen ikasleak ""gaiztakeria egiteko eskatzen zion ahots bat entzuten zuen""","Gaztea jarraipen psikiatrikopean zegoen eta antidepresiboak hartzen zituen ikastetxe batean jazarria izan zenetik, eta 2022ko urrian bere buruaz beste egiten saiatu zen sendagaiak hartuta."
2023/02/24,"Minutu bateko isilunea egin dute ikastetxeetan, Donibane Lohizunen eraildako irakaslearen omenez",Frantziako Estatuko ikastetxe guztiek minutu bateko isilunea egin dute 15:00etan.
2023/02/24,Gizon batek emakume bati eraso egin dio Gasteizen,"Bestalde, 56 urteko emakume bat atxilotu dute Arabako hiriburuan, amari (80 urtetik gorakoa) eraso egiteagatik. Antza denez, ez zen eraso egiten zion lehenengo aldia."
2023/02/24,Gipuzkoak mendekotasun prestazioa handituko die profesionalen bat kontratatuta daukaten 5.954 pertsonei,"Horrela, datorren astetik aurrera, 2. graduko mendekotasuna dutenek 70 euro gehiago kobratuko dute hilean, guztira 534 euro. Hirugarren graduko dependentzia dutenek, hau da mendekotasun maila handiena dutenek berriz, 42 euro gehiago, 876 euro arte, eta lehen gradukoek 16 euro gehiago, 316 euro arte."
2023/02/24,"Arabako espetxeko 50 presok baino gehiagok praktikatzen dute errugbia, Gaztedi taldeari esker","Errugbiaren baloreak presoen gizarteratzean laguntzeko erabiltzea. Horixe zuen helburu duela 7 urte Arabako kartzelan abian jarri zen ekimenak. Gaztedi Errugby Taldea entrenamenduak antolatzen hasi zen presoekin, eta gaur egun arrakasta handia duela esan digute.  "
2023/02/24,Ukrainako gerra hasi zenetik ia 1.000 haur iritsi dira Euskadira,UNICEFek emandako datuen arabera Ukrainan 7 milioi eta erdi ume daude arrisku bizian. Herrialdetik ihes egin dutenen artean ere umeak eta nerabeak dira gehiengo. Erbesteratzearen zama eramateaz gain gerra egoera bizi izanak utzitako zauri emozionalekin heltzen dira helmugara.
2023/02/21,Trantsizio sakon baten atarian,"Ibilgailu elektrikoaren gaiari heldu diogu Euskadi Irratiko Faktorian. Egoeraren erradiografia egin dugu. Testuingurua zein den, helburuak zein diren eta puntu horretara iristeko eman beharreko urratsez hitz egin dugu. Baterien garapen eta ikerketari buruz ere mintzatu gara luze eta zabal."
2023/02/24,Irekita daude errepide sareko mendate guztiak,"Ez da beharrezkoa katerik erabiltzea, baina kontuz ibiltzeko eskatu dute Arabako hamaika mendatetan eta Etzegarateko bietan."
2023/02/24,Eliza katolikoak adingabeei egindako 40 sexu abusuen salaketa jaso dituzte Nafarroan,"Eduardo Santos Justizia kontseilariak azaldu duenez, elkarrizketak egiten ari dira Eliza katolikoan gertatutako sexu abusuen harira."
2023/02/24,"EAEko Lanbide Heziketako plan berriak enplegu osoa du helburu, DUAL ereduaren bitartez","Ikasleen ia heren batek DUAL ereduan ikasten dute, enpresekin lankidetzan. 2025-26 ikasturtetik aurrera ikasle guztiak DUAL ereduan trebatuko dira."
2023/02/24,Donibane Lohizuneko Akinoko San Tomas lizeoko ikasle eta irakasleak laguntza psikologikoa jasotzen ari dira,"Ikastetxeko ateak gaur egun zabalik dauden arren, bertaratu diren ikasleek ez dute eskolarik izan. Psikologo talde bat laguntza ematen ari zaie bizi izan duten egoera gogorrari aurre egiteko."
2023/02/24,"Bost pertsona zauritu dira sute batean, San Frantziskoko etxebizitza batean","Bilboko auzoko bi bizilagun Gurutzetako Ospitalera eraman dituzte, eta bi ertzain eta suhiltzaile bat lekuan artatu dituzte."
2023/02/24,"Amaitu dira auto ilarak AP-8an, Orio parean","Lau ibilgailuk istripua izan dute eta bi lagun Donostia Ospitalera eraman dituzte arin zaurituta. Gutxienez, bost kilometroko auto ilarak sortu dira. "
2023/02/24,"Auto-ilara luzeak sortu dira gaur goizean AP-8 autobidean, Orion izandako istripu baten eraginez",07:30ean izanda istripua eta lau ibilgailuk talka egin dute. Hainbat pertsona arin zauritu dira eta Donostia Ospitalera eraman behar izan dituzte. Ibilgailuak kendu dituzte eta trafikoa normaltasunera itzultzen ari da.
2023/02/24,Elurra Gasteizera itzuli da,"Arabako hiriburuko parke eta zelaiak zuri esnatu dira ostegun honetan. Dena dela okerrena igandean iritsiko da, orduan espero baita elur gehien."
2023/02/24,"Gurutzetako Ospitaleko paziente bat atxilotu dute, sexu erasoa egotzita","Atxilotua Psikiatrian ingresatuta dagoen gaztea da, eta biktima ere zentroan ingresatuta omen dago."
2023/02/24,"Paul Urkijo: ''Pozgarria izan da ikustea areto gehienetan bertsio originalean, euskaraz, egongo dela 'Irati'''","'Irati' filma estreinatu da gaur, otsailak 24. Abentura, historia eta mitologia uztartzen ditu Paul Urkijo Alijoren lanak. Filmaren mezuaz, hura egiteko prozesuaz eta erronka guztiez aritu da Urkijo. Dioenez, Mari jainkosa zinera eramatea eta hari omenaldia egitea zen filma egiteko aitzakietako bat."
2023/02/23,"""20.000 especies de abejas"": izena, izana eta ezina","Bere lehen film luzean, Estibaliz Urresola laudioar zinemagileak bere garaia irakurri, eta narratiba berriz jantzi ditu aurretik ditugun mundu posible batzuk. Artista bati ezin zaio gehiago eskatu."
2023/02/24,"Paul Urkijo: ""Publiko zabalarentzako pelikula bat da 'Irati'""","Zinemetara iritsi da azkenean ""Irati"", Paul Urkijo arabar zinemagilearen bigarren film luzea. Bidaia fantastikoa proposatzen du EITBren parte-hartzea duen produkzio ausartak, sinesmenen, maitasunaren eta euskal iruditerian zehar. "
2023/02/24,'Irati' filmaren aurre estreinaldia egin dute Bilboko Azkuna zentroan,"Euskaraz filmaturiko pelikula bihar bertan helduko da zine aretoetara, ikusmin handiz. Zortzigarren mendeko historiako garai ilunera eramango ditu ikusleak, euskal mitologiako elementuen eskutik. Paul Urkijoren lanak oihartzun handia lortu du karteldegira heldu aurretik."
2023/02/24,'20.000 especies de abejas' filmak hamar minutuko txalo zaparrada jaso du Berlinaleko estreinaldian,EITBren parte-hartzea duen filmak historia egin du munduko zinema jaialdirik entzutetsuenetako batean.
2023/02/24,'20.000 especies de abejas' filmak hamar minutuko txalo zaparrada jaso du Berlinaleko estreinaldian,"Estibaliz Urresola Solaguren zuzendari laudioarraren lehen film luzeak, 20.000 especies de abejas-ek, historia egin du Berlinale jaialdiko Sekzio Ofizialean, 10 minutuko txalo zaparrada jaso baitu estreinaldian."
2023/02/23,Amaia Artetxe: 'Urresolaren filma asko gustatu zaio kritikariari eta estreinaldian ikusi dutenei',"Berlinale jaialdian gaur izan du egun handia Estibaliz Urresola euskal zuzendariaren opera primak, ''20 mil especies de abejas'' filmak. Dibertsitatearen eta haur transexualen errealitatearen aldarri bilakatu da, eta urrezko hartza eskuratzeko hautagai da. Filmak harrera beroa izan du."
2023/02/23,"'20.000 especies de abejas' filmeko lantaldea, Berlinaleko alfonbra gorrian","Estibaliz Urresola euskal zinemagileak opera prima estreinatuko du gaur Berlinalen. Urrezko Hartza jasotzeko hautagai den aniztasunari egindako kantua da, eta trans edo askotariko nortasun minorizatuak dituzten haurrentzat ""onarpen-horizontea eraikitzen"" laguntzea du helburu."
2023/02/22,"""Las buenas compañías"" ere egongo da Malagako zinema jaialdiko Sail Ofizialean","Filma Silvia Muntek zuzendu du eta EITBren parte-hartzea du, eta beste emakume batzuei haurdunaldia duintasunez eteten laguntzen zien errenteriar emakumeen talde baten istorioa du kontagai."
2023/02/23,Loisek begiak ixteko eskatu zion Berlingo jendeari,"Seguru Lois Patiño galiziarraren mundu irudizkoak eta Radu Jude errumaniarrarenak ez dutela inoiz bat egin. Are gehiago, sekula ez dute egingo. Baina biak daude egunotan aingeru eroriek ere maite duten hirian"
2023/02/22,"Estibaliz Urresola: ''Pelikula ez da gehiago nirea izango, baizik eta publikoarena''","EITBk Estibaliz Urresolarekin hitz egin du Berlinalen, gaur ""20.000 especies de abejas"" bere lehen filma Sail Ofizialean estreinatu baino lehentxeago. Pelikula abiatu zuen gertakaria Ekai ondarroar gaztearen suizidioa izan zela azaldu digu, besteak beste."
2023/02/22,EITBren parte hartzea duen '20.000 especies de abejas' filma Berlinaleko sail ofizialean lehian,"Estibaliz Urresolak zuzendutako pelikularen lantaldearekin batera, estreinaldian, besteak beste, Ibone Bengoetxea EITBko zuzendari kudeatzailea eta Aintzane Perez del Palomar EITBko antena eskubideen eta koprodukzioen arduraduna egon dira."
2023/02/22,''20.000 especies de abejas'' pelikularen trailerra ,"Estibaliz Urresola zinemagileak Berlinaleko Sail Ofizialean estreinatuko du bere lehen film luzea. Sofia Otero, Patricia Lopez Arnaiz, Ane Gabarain eta Itziar Lazkano dira EITBren parte-hartzea duen filmaren protagonistak."
2023/02/22,''Sexutik harago doan istorioa kontatzen du 'Jaula de Vapor' film laburrak'',"Arnatz Puertas aktorea eta Markel Ganbe ekoizlea gonbidatu ditugu ""Hitzokei""ra, Galder Perezen 'Lurrun Minez' antzezlana film labur gisa egokitzeko eskuartean duten proiektua dela eta. Crowdfunding bidez ari dira baliabideak biltzen, eta apirilean ekingo diote errodajeari."
2023/02/22,Paul Urkijorekin Iratiz,"'Irati' astebete barru iritsiko da zinema aretoetara.
Urteak daramatza Paul Urkijoren buruan. 
Amestu zuenetik gaur artekoaz kontutan."
2023/02/22,Abian da 73. Berninalea,"Estibaliz Urresola arabarraren '20 000 especies de abejas' filma Urrezko Hartza lortzeko lehian dago. Kristen Stewart aktore gaztea eta Carla Simon zuzendari gaztea Berlinaleko epaimahaian dira. Zelenskiren mezuarekin hasiko da gala, eta helburua da pandemia osteko ikusleak berreskuratzea."
2023/02/22,"Berlinale gaur abiatuko da, ""20.000 especies de abejas"" Sail Ofizialean dela","Berlingo zinema jaialdiaren 73. edizioa ostegunarekin hasiko da. 19 pelikula izango dira lehian aurten Urrezko eta Zilarrezko Hartzen bila, tartean Estibaliz Urresola laudioar zuzendariaren lehen film luzea."
2023/02/23,Raquel Welch 60ko hamarkadako ikonoa zendu da 82 urte zituela,"Aktorearen heriotza ""gaixotasun labur bat"" izan ostean gertatu dela azaldu du Welchen familiak."
2023/02/22,Zahartzaroaren inguruko hausnarketa du oinarri Silver Film Festival ekimenak,"Maitena Salinasen bisita izan dugu gaurko saioan, Silver Film Festival ekimenaren inguruan hitz egiteko. 55 urte baino gehiago dituen jendeari buruzko hausnarketa egiteko gonbitea bultzatu nahi du, zinemaren bidez. 'Driving Madeleine' pelikulak estreinatuko du jaialdia."
2023/02/22,Asko falta da? ,"Ane Cuestaren ""Asko falta da?"" filma Laburbiran abiatzear, 31 herritan ikus dadin."
2023/02/22,Paul Urkijo: ''Bide luzea izan da eta gogotsu gaude 'Irati' filma jendearekin partekatzeko'',"Otsailaren 24an estreinatuko da 'Irati' filma zine aretoetan. Gaurkoan Paul Urkijo, zuzendaria, eta Edurne Azkarate, protagonista, izan ditugu gurean.  (Elkarrizketa osoa Nahieran)"
2023/02/22,Ibaia ez da toki bat. Film bat da,"Beñat Iturriozek zuzendu du 'Ibaia ez da toki bat'. 
Nagore Legarreta argazkilariaren proiektua abiapuntu."
2023/02/22,"Zozketa! ""Momiak"" filma ikusteko sarrerak","Otsailaren 24an estreinatuko da ""Momiak"" filma Zineuskadiren eskutik. 14 sarrera bikoitz zozkatuko ditugu izena ematen duten 3 Klubeko kideen artean."
2023/02/23,''Momiak'' filmaren trailerra,"Momia mundu bat dago lur azpian. Inperioaren aginduz, Nefer printzesak Thutekin ezkondu behar du eta Thutek faraoiak eman dion errege eraztuna zaindu beharko du. 
Bitartean, gure munduan, Lord Carnabyk indusketa arkeologiko bat egiten du eta Egiptoko errege-ezkontzako eraztun bat aurkitu du."
