Date,Title,Summary
2023/02/22,"Elhorga garaile Senpereko herri hauteskundeen lehen itzulian, Jaureguy gertu duela","Eskuin zentroko hautagaia ezustean ipini da lehen postuan, 1115 boto bilduta. Atzetik 1089 botorekin Christophe Jaureguy abertzalea geratu da, Hats Berria formazioarekin. Egungo auzapez Dominiquie Idiartek (Elkarrekin Senpere) lortu ditu gaurkoan boto gutxien, 891 zehazki. "
2023/02/21,"Iturgaizek salatu du EAJk ""lege toxikoak"" babesten dituela","Euskadiko PPko presidenteak igande honetan defendatu duenez, maiatzaren 25eko hauteskundeek ""Nuñez Feijoo Moncloara eramatea dute jomuga, azken helburua izan behar baita""."
2023/02/22,"PSE-EEK Bilboko Kale Nagusia ""zaratarik eta kerik gabe"" nahi du, ""inoren iritzia gora-behera""","Nora Abete alkategaiak berretsi du hiri ""berdeagoa, irisgarriagoa eta ingurugiroa gehiago errespetatzen duena"" behar dutela."
2023/02/21,"Elkarrekin Podemos-EB-Aliantza Berdeak etxebizitzaren egoera Gasteizen eta Araban ""larria"" dela salatu dute",Ruiz Noriega Gasteizko alkategaiak ohartarazi du udalak dituen etxebizitzak ez direla nahikoa eta etxebizitza hutsak errebilitatzeko eskatu du.
2023/02/21,"Melgosak ""adostasun handiena"" nahi du Euskadiko Memoria Historikoaren Legerako","Eusko Jaurlaritzako Berdintasun, Justizia eta Gizarte Politiketako sailburu berriak uste du lege hori aplikatzea ""aukera paregabea"" izango litzatekeela Gerra Zibilaren eta diktadura frankistaren biktimak aitortzeko."
2023/02/21,"Elixabete Etxanobe EAJren Bizkaiako ahaldun nagusigaiak adinekoen zaintza ""hobetu""ko duela hitz eman du","Gernikan, Eskualderako Erreferentziazko Zentro baten sorrera bultzatuko duela esan du, eta hala, ""egungo zentroetan ematen ez den arreta behar dutenek, baina ospitaleratuta egon beharra ere ez dutenek, zerbitzu hori izango lukete"". "
2023/02/22,"Pilar Garrido: ""Jaurlaritza Osakidetza desegiten ari da, eta herritarrek pairatzen dute hori""","Radio Euskadin egindako adierazpenetan, Podemos Euskadiko koordinatzaile nagusiak sindikatuek larunbaterako EAEko hiriburuetan deitutako mobilizazioetan parte hartzeko deia egin die herritarrei, osasun publikoa defendatzeko."
2023/02/20,"""Segurtasun eza"" dagoela onartzeko eskatu die PPk administrazioei, konponbideak bilatzen hasteko","Borja Corominas PPren Donostiako alkategaiak esan du segurtasun ezak ""aukerak galtzea"" dakarrela, eta polizientzako baliabide gehiago eskatu ditu."
2023/02/20,EH Bilduk Aiaraldea suspertzeko konpromisoa hartu du,Eva Lopez de Arroyabe koalizioaren Arabako ahaldun nagusi izateko hautagaiak inguru hori biziberritzeko anbiziorik ez edukitzea egotzi die EAJri eta PSE-EEri.
2023/02/20,"Eider Mendozaren hautagaitza aurkeztu du EAJk, Gipuzkoak ""norabide argi batekin aurrera egin dezan""",Maiatzaren 28ko foru hauteskundeetarako zerrendaburuak ezagutzera eman ditu Eusko Alderdi Jeltzaleak Miramoneko Parke Teknologikoan. 
2023/02/20,"Asensiok dio PSE-EEk ""aurrerapauso handiak"" bermatzen dituela Gipuzkoa ""jasangarritasunean lider"" izateko","Gipuzkoako ahaldun nagusi gaiak gaineratu du bere alderdiak konpondu duela ""hondakinen krisia"", eta EH Bilduri egotzi dio horren erantzukizuna."
2023/02/20,"De Madariaga Bizkaian barrena ibiliko da, ""arazo larrienei aurpegia jartzeko""","Elkarrekin Podemos-IUren Bizkaiko ahaldun nagusi gaiak ""Bizkaia Martxan"" ekimena aurkeztu du, ""datozen hauteskundeei begira gizarte zibilarekin fronte komun bat ezartzea"" helburu duena."
2023/02/20,"Oposizioak neurri ""mugatu, labur eta elektoralistatzat"" jo ditu emantzipaziorako laguntzak","EAJk eta PSEk neurria defendatu dute Radio Euskadiko Parlamento en las Ondas saioan, egoeraren araberakoa denik ukatu dute eta ""limosna publikoa"" dela esatea deitoratu dute."
2023/02/20,Osasungintza publikoaren pribatizazioa salatu dute EH Bilduk eta Elkarrekin Podemos-IUk,"Bestalde, De Miguel auzia Legebiltzarrera eraman du berriro oposizioak."
2023/02/20,Texasek II. Mundu Gerran borrokatu zuten euskal jatorriko soldaduei omenaldia egingo die,"Rafael Anchia euskal jatorriko ordezkari demokratak martxoaren 1ean aurkeztuko du Texaseko Ordezkarien Ganberan omenaldia egiteko ebazpena. Ekitaldiak martxoaren 2ra arte luzatuko dira, erakusketa eta mahai-inguru batekin."
2023/02/22,"Andoni Egaña: ''Bertsolari ausarta eta sakona izan zen Jon Sarasua, polemikoa ez, baina polemista''",Andoni Egaña izan da gurekin 'Bertsografiak' atalarekin jarraitzeko. Jon Sarasua izan da protagonista eta bera hobe ezagutzeko aukera izan dugu.
2023/02/22,"Bertso munduan murgiltzeko aukera, udako bertso udalekuetan","Mirari Martiarenak azaldu digunez, uztailaren 8tik 31ra arte, astebetez bertso munduan aritzeko aukera eskainiko dute aurten ere bertso udalekuek. 9-18 urte arteko neska-mutilentzat dira, eta Amaiurren, Irañetan, Larraulen eta Zuhatzan izango dira."
2023/02/21,Joanes Illarregi: ''Berdin sufritu edo gozatu dezakezu txapelketako oholtzan edo plazan'',Joanes Illarregi bertsolari leitzarra izan da gurean. Txapelketa Nagusiko Finalean gazteena eta Nafarroan jokatutako finaleko nafar bakarra.
2023/02/21,"Txapelketako fokuetatik urrundu bada ere, lotura estua da bertsoarekin oraindik Etxahun Lekuek","Etxahun Lekue izan da 'Hitzetik Hortzera' programako protagonista. Larrabetzuarrarekin hitz egiteaz gain, bere zenbait bertsoaldi ere ekarriko ditugu gogora. Izan ere, nekez uler daiteke Euskal herriko eta Bizkaiko azken 20 urtetako bertsogintza Lekue gabe."
2023/02/20,"Zuri-beltzeko garaietako altxorrak, inauteri eta umore kutsuz","Futbolaren eraginak emango digu bertsotarako gaia. Euskalduna futbol taldearen mendeurrena dela eta bertso derbia antolatu zuten, lehen pausuak gogoratuz. Urte batzuetan aurrera eginda, 1958an, Parisen egingo dugu beste geldialdia; Xalbador, Mattin, Uztapide eta Basarri entzungo ditugu kantuan; Frantziako webgune batean entzungai jarri dituzten audioak dira eta tesi baterako bidea ere eman dutel akontatuko dizuegu. 1994ko Lekeitioko inauterietako bertsoaldi bat edota Azpeitiako bertso-egunean Zulo-Zabal Elkartean entzundakoak ere batu ditugu gure bederatzikoarekin batera."
2023/02/20,"Zuri-beltzeko garaietako altxorrak, inauteri eta umore kutsuz","Futbolaren eraginak emango digu bertsotarako gaia. Euskalduna futbol taldearen mendeurrena dela eta bertso derbia antolatu zuten, lehen pausuak gogoratuz. Urte batzuetan aurrera eginda, 1958an, Parisen egingo dugu beste geldialdia; Xalbador, Mattin, Uztapide eta Basarri entzungo ditugu kantuan; Frantziako webgune batean entzungai jarri dituzten audioak dira eta tesi baterako bidea ere eman dutel akontatuko dizuegu. 1994ko Lekeitioko inauterietako bertsoaldi bat edota Azpeitiako bertso-egunean Zulo-Zabal Elkartean entzundakoak ere batu ditugu gure bederatzikoarekin batera."
2023/02/18,Andoni Egaña: ''Emakumea eta nafarra; garrantzitsua izan da Estitxu Arozenak bertso munduan izandako papera'',"Bueltan izan dugu Andoni Egaña 'Bertsografiak' atalarekin batera. Estitxu Arozena lesakarra izan da oraingo honetan protagonista, historian txapela jantzi zuen lehen emakumea."
2023/02/18,"Iruñeko Libertimendua ezagutuko dugu, gaur gauean, ''Hitzetik Hortzera'' saioan","Eider Perezek Ihitz Iriart eta Aritz Ibañez elkarrizketatuko ditu otsailaren 19an ospatuko den egun honen inguruko nondik-norakoak ezagutzeko. Horrez gain, Pasai-Donibaneko eta Añorgako bertsoaldiak eskainiko ditu saioak."
2023/02/18,"Bertso eguneko menu osotik, zizka-mizka batzuk. Dastaketa egiteko prest?","Urtarrilaren 28an Azpeitian ospatu zen 2023ko bertso eguna. Goizetik hasita, bertso-poteoaren formatua berreskuratu zuten eta ondoren, bost elkartetan egin ziztuzten bertso-bazkari antolatuak. Batzuetan saio librean, besteetan gaiak jarrita edota saio musikariak ere izan ziren. Denetariko bertsoaldiak, denetariko zaleentzat. Gaur, horietan entzundako hainbat ale berreskuratu ditugu. Ia bertso-bazkaria bezain atsegin egiten zaizuen, gaurko bazkal-ostea."
2023/02/17,"Andoni Egaña: ''Bertsogintzaren piztaile izan ziren Uztapide eta Basarri, mugaren bi aldetara gainera''","Manuel Olaizola, Uztapide, izan da gaurko 'Bertsografiak' ataleko protagonista. Zestoan jaio zen 1909an, Arroan batailatu zuen, Zurbaon eta Donostian aritu zen lanean eta Oiartzunen pasa zituen gainontzeko urteak."
2023/02/18,"Kanpoko hotzari, atariko giro goxoarekin egingo diogu aurre","Txirrinik eta aldabarik jo gabe sartuko gara Tolosako Leidor Antzokian. Atariak antolatutako urteroko bertso saioko aleak bildu ditugu, uzta oparoa jasoz eta zuentzako egin dugu hautaketa. Umorez eta giro onean osatu zuten saioa, era guztietako gaiak jorratuz. Donostia aldean dabilen gure bederatzikoa ere entzun ahal izango duzu."
2023/02/22,"Bertso Egunaren laburpena egingo dute, gaur gauean, ''Hitzetik Hortzera'' saioan","Urtarrilaren 28an ospatu zuten Azpeitian bertsozaleen urteko hitzordurik garrantzitsuenetakoa. Bertsozale Elkarteak egitarau oparoa prestatu zuen eta egunaren laburpena egingo dute saioan. Ez galdu, 21:00etatik aurrera, ETB1en eta eitb.eus atarian."
2023/02/15,"Kanpoko hotzari, atariko giro goxoarekin egingo diogu aurre","Txirrinik eta aldabarik jo gabe sartuko gara Tolosako Leidor Antzokian. Atariak antolatutako urteroko bertso saioko aleak bildu ditugu, uzta oparoa jasoz eta zuentzako egin dugu hautaketa. Umorez eta giro onean osatu zuten saioa, era guztietako gaiak jorratuz. Donostia aldean dabilen gure  bederatzikoa ere entzun ahal izango duzu."
2023/02/15,Nerea Ibarzabal: ''Tabernaren mikrounibertsoa islatu nahi izan dut nobelan'',"Familia baten taberna jarri du agertoki nagusitzat Ibarzabalek Bar Gloria liburuan, eta hiru protagonisten bizipenak ehunduz osatu du bere lehen nobela. Besteak beste, lana, heldu egitea, desira eta komunikazioa hartu ditu hizpide. Halaber, tabernaren mikrounibertsoa islatu nahi izan du liburuan."
2023/02/09,Andoni Egaña: ''Autoritateari adarra jotzeko gai den herritar xehe baten mitoa Pernandok islatu du gurean'',"Frantziako eta Ingalaterrako banderaren pistari jarraiki, Pernando Amezketarra izan da gaurko 'Bertsografiak' ataleko protagonista. Berari buruz gehiago jakite aldera, Andoni Egaña izan dugu gurekin."
2023/02/11,Aner Peritz: ''Diziplinaren zurruntasunetik irtetzeko modu bat lortu behar da'',"Bertsoa testuinguru ezberdinetan lantzeaz aritu da Aner Peritz 'Hizokei' saioan. Besteak beste, diziplinaren zurruntasunetik irtetzeko modu bat lortu behar dela adierazi du Peritzek, diziplina berari distentsioa zor diogulako."
2023/02/10,Amaiur Luluaga: ''''AMAraun'' ikuskizunean atmosferak eratzen ditugu hitzekin eta musika bidez'',"Dantza eta Bertsoa uztartzen dira ""AMAraun"" ikuskizunean. Ikuskizunaren xehetasunak gehiago ezagutze aldera, Oihana Iguaran eta Amaiur Luluaga izan dira gurekin."
2023/02/10,"Ondarru sorioneku, Getari jostari eta Azpeitiara sartu-irten txikia","Ondarroan, urtarrilaren seigarrenean egindako bertso saioa eta Getaraiko Balentziaga museoan urtarrilaren 15 garrenean izandakoa izango ditugu ardatz. Bietan ere txapelketaren ondorena eta umorerako joera nabaritu ahal izango dugu. Azpeitian ospatzen ari diren bertso egunean izango denaren berri ere jaso dugu. Eta gure bederatzikoak ere ez du hutsik egingo. Entzun nahi al duzu?"
2023/02/08,"Ondarru sorioneku, Getari jostari eta Azpeitiara sartu-irten txikia","Ondarroan, urtarrilaren seigarrenean egindako bertso saioa eta Getaraiko Balentziaga museoan urtarrilaren 15 garrenean izandakoa izango ditugu ardatz. Bietan ere txapelketaren ondorena eta umorerako joera nabaritu ahal izango dugu. Azpeitian ospatzen ari diren bertso egunean izango denaren berri ere jaso dugu. Eta gure bederatzikoak ere ez du hutsik egingo. Entzun nahi al duzu?"
2023/02/08,"Jon Plazaola 'Irabazi' antzezlanaz arituko da, gaur, ''Hitzetik Hortzera'' saioan","'Irabazi' antzezlanaren sortzailea eta aktorea da Jon Plazaola. Umorearen alorrean beti, gizarteko lehiakortasuna irudikatzen du ikuskizunean, gure bertsiorik onena emateak sortzen dizkigun buruhausteak. Bestalde,  XIX. Bertso Derbia eta Tolosaldeko Atariak antolatzen duen saioa eskainiko ditugu."
2023/02/04,Bertan da Bertso Eguna,"Urtarrilaren 28an izango da 2023ko Bertso Eguna, Azpeitian. 11:30etik aurrera, afalostera arte bertsoa entzungo da han-hor-hemen."
2023/02/06,Nerea Ibarzabal: 'Sortzaileok lokatzetara jaitsi behar dugu huts egiteko. Bestela orri zuri bat izango genuen',"Markinar idazleak ""Bar Gloria"" liburua kaleratu du, tabernako ke, zerrauts eta koipe artean urtzear egon litezkeen zenbait mundu ipuinen eite iradokitzaile eta atzigaitzaz harrapatzen dituen eleberria."
2023/02/03,"Egaña: ''Gure ondarearen parte bihurtu da Xalbador, hari buruzko abestia eta haren heriotza modu berezia''","Fernando Aire Etxart ""Xalbador"" zenaren bizitza, haren bertsogintza eta ibilbidea izan ditu hizpide Andoni Egañak ""Biba Zuek!"" saioan. 56 urte zituela hil zen Urepeleko artzaina bertso-saio batean ondoeza sentitu eta bihotzekoak eman ondoren, eta haren hileta elizkizunean jende-andana bildu zen."
2023/02/04,Andoni Egañak gauza absurdoen zerrenda egin digu. ,"Zerrenda horretan daude: kartzeletako hesiak, apaizen izenak, ehunzangoa, jirafa, zenbait udaletako kultura edo Patronatuen aurrekontuak... luzea da  Andoni Egañaren gauza absurdoen zerrenda. 
 "
2023/02/03,Bertsoarekin lotura estua du Josune Arakistainek: Trikitixa txapelketetarako koplak egiten hasi zen,"Josune Arakistain musikaria 'Hitzetik Hortzera' saioan izan da. Huntza taldeaz gain, iaz aurkeztu zuen SÜNE proiektuarekin ere jarraituko du Arakistainek. Rikki DJ-arekin elkartu, trikitia musika elektronikoarekin uztartu eta Euskal Herrian udako kanta izan zena aurkeztu zuten: Sunday."
2023/02/03,Elur giroan memoria astinduz eta Amurrioko zein Orioko umoreari eutsiz,"Elurrak eman digu hizpidea azken egunetan eta bertsotan behin baino gehiagotan atera izan da gaia. Bada 1997ko urtarrilaren 4ko saio batean topatu dugu horren adibidea. 2023ko urtarrilaren 4ko Amurrioko saioa edota joan den abenduan Orion egindakoa ere aletuko ditugu. Zestoan ere egingo dugu geldialdia, memorian gorde beharrekoak paperean gode dituenarekin solasean aritzeko; horrek aitzakia eman digu Lazkao Txikik sehaskari kantatutakoak berritzeko, gure bederatzikoa ahaztu gabe noski. "
2023/02/02,Elur giroan memoria astinduko dugu Amurrioko eta Orioko umoreari eutsiz,"Elurrak eman digu hizpidea azken egunetan eta bertsotan behin baino gehiagotan atera izan da gaia. Bada 1997ko urtarrilaren 4ko saio batean topatu dugu horren adibidea. 2023ko urtarrilaren 4ko Amurrioko saioa edota joan den abenduan Orion egindakoa ere aletuko ditugu. Zestoan ere egingo dugu geldialdia, memorian gorde beharrekoak paperean gode dituenarekin solasean aritzeko; horrek aitzakia eman digu Lazkao Txikik sehaskari kantatutakoak berritzeko, gure bederatzikoa ahaztu gabe noski."
2023/02/02,Andoni Egaña: ''Sustrai bada ofiziokide guztion artean adostasuna lortzen duen bertsolaria'',"Athletic zalea zen eta gazteagoa zenean behintzat, ondo moldatzen omen zen pilotan gure gaurko protagonista. Sustrai Colinari buruz aritu da Andoni Egaña 'Bertsografiak' atalean."
2023/02/01,"Aiaraldeko Ekintzen Faktoria, erdalgunean euskararen arnasgunea","Laudioko industrialdean dago Aiaraldea Ekintzen Faktoria. Auzolanean eta herritarren ekarpenekin sortu zen. Izar Mendiguren Cosgaya kidearen eskutik ezagutu dugu proiektua. Euskaratik eta euskaraz sortua, feminismoa, hezkuntza, komunitatea eta elikadura burujabetza ardatz dituen gunea da."
2023/02/01,"Aner Peritzen ustez, askatasuna gainbaloratuta dago","""Dida!"" saioan estreinakoz aritu da Aner Peritz. Hurrengoa izan da bota duen titularra: ""Askatasuna, meh"". Zergatik, ordea?"
2023/02/01,Andoni Egaña: ''Ezagutu dudan bertsolaririk harrigarrienetakoa zen Lazkao Txiki'',"""Bertsografia"" atalarekin jarraitu du Andoni Egañak. Lazkao Txikiren ingurukoa oraingoan, Euskal Herrian oso ezaguna egin zen bertsolaria. Marrazki bizidun eta guzti!"
2023/02/01,"Aiaraldea Ekintzen Faktoria, larunbat gauean, ''Hitzetik Hortzera'' saioan","Orioko eta Amurrioko bertso-saioetako hainbat bertsoaldi ere eskainiko ditu Eider Perezek aurkezten duen saioak. Larunbat gauetan, 21:00etan, izango da ikusgai ETB1en eta eitb.eus-en."
2023/01/31,Etxe Zurian bertsotan aritu den Jesus Goñi baztandarrarekin egin du topo Pagadik,"Basterretxeak artzainen omenez egindako eskulturaren aurrean, Nafarroatik Ameriketara joandako Jesus Goñik azaldu du beldurrik gabe ekin ziola bidaiari, Kennedy presidentea hil zuten garaiak izan arren. Gainera, gogoratu duenez, hainbat bertso saio egin ditu han, tartean, Etxe Zurian eta Kongresuan."
2023/01/31,"Ordiziako bertsoaldiak, finaleko osagaiekin eta Majori kiroldegian egosiak","Ordiziako Argi Berri Elkarteak eta Goierriko Bertsozale elkarteak elkarlanean prestatu zuten abenduaren 30ean Ordiziako Majori kiroldegian izandako bertso-saioa. ""Goierriko Bertso eskolak 40 urte"" lelopean, Amaia Agirre izan zen gaiak jartzeaz arduratu zena. Euskal Herriko Bertsolari Txapelketako zortzi finalistetatik zapzi aritu ziren, Julio Sotok ordezkatu baitzuen Beñat Gaztelumendi. Presente izan zen noski Euskal Herriko Bertsolari Txapelketako finala; gaurkotasun gaiak, umorerako eta jolaserako aukera. Entzun! "
2023/01/28,Nor izan zen Bilintx?,'Bertsografia' atal berriarekin etorri zaigu gaur Andoni Egaña. Bertsolarien biografiari buruz arituko da Andoni atal honetan eta gaur Bilintx-en berri eman digu. (Elkarrizketa osoa Nahieran)
2023/01/27,"Maialen Lujanbio txapeldunak ohorezko sakea egin du Reala eta Osasunaren arteko partidan, Anoetan","Euskal Herriko Bertsolari Txapelketa Nagusiko finalistak omendu dituzte partidaren atarian, eta Joanes Illarregik eta Lujanbio txapeldunak bertsoak kantatu dituzte. "
2023/01/28,Messik Maialen Lujanbio zoriondu du,"Twitter sare-sozialean zabaldutako mezu labur batean, futbol jokalari argentinarrak honakoa idatzi du: ""Muchísimas felicidades por su último gran triunfo, Maialen. ¡Admiración!"" (""Zorionak zure azken garaipen handiagatik, Maialen. Miresmena!""). "
2023/01/30,"Txapelaren ondorengoak, bertsoz osatuak ","Maialen Lujanbiok hirugarren txapela jantzi eta ordu batzuetara egin zigun bisita Euskadi Irratiko estudioetara. Bertan esandakoak bildu ditugu, finaleko hainbat bertsoaldi berreskuratuz."
2023/01/26,"Txapelaren ondorengoak, bertsoz osatuak ","Maialen Lujanbiok hirugarren txapela jantzi eta ordu batzuetara egin zigun bisita Euskadi Irratiko estudioetara. Bertan esandakoak bildu ditugu, finaleko hainbat bertsoaldi berreskuratuz."
2023/01/28,"Lujanbio: ''Aldartez ondoen, buruz buruko saioetan Ametsekin. Dena irabazita zegoen, edozer gertatuta ere''","Zazpigarren finala izan du Maialen Lujanbiok. Goizez ez zen aritu berak nahi bezain distiratsu, baina Nafarroan egote hutsak aldarte onean jarri zuen. Gaiak lurrera ekartzen eta gertaera errealekin lotzen saiatu zen, eta belaunaldi berri baten sarrera eta emakumeen presentzia goraipatu ditu."
2023/02/23,"Mikel Alvarez gidoigilea eta zinemagilea, larunbateko ""Artefaktua"" saioan",'Euskalia' (Elkar) liburuaz hitz egiteko gonbidatu dugu saiora. Denboran aurrera bidaiatzeko aukera eskainiko digu gure burua normalean kokatuta dagoen kontrako aldean ikusteaz gain. 
2023/02/23,Ibilaldia 2023ko abestia: ''XE'',"Ondarruko Zubi Zahar ikastolak antolatuta eta ""XE"" lelotzat hartuta egingo dute Ibilaldia maiatzaren 21ean. Abestian eta bideoklipean Aiora Renteriak eta Eñaut Elorrietak hartu dute, parte ikastolako familiekin batera."
2023/02/22,"Bordeleko errektoretzan kateatu dira Seaskako langile, guraso eta ikasle talde bat","Goizeko 07:30ean iritsi dira Bordeleko errektoretzara. Azterketak euskeraz egin ahal izatea aldarrikatzen dute ""Mespretxuari Stop"" lelopean. Polizia ere bertaratu da, baina giroa lasaia da momentuz."
2023/02/22,''Sexutik harago doan istorioa kontatzen du 'Jaula de Vapor' film laburrak'',"Arnatz Puertas aktorea eta Markel Ganbe ekoizlea gonbidatu ditugu ""Hitzokei""ra, Galder Perezen 'Lurrun Minez' antzezlana film labur gisa egokitzeko eskuartean duten proiektua dela eta. Crowdfunding bidez ari dira baliabideak biltzen, eta apirilean ekingo diote errodajeari."
2023/02/22,"Bertso munduan murgiltzeko aukera, udako bertso udalekuetan","Mirari Martiarenak azaldu digunez, uztailaren 8tik 31ra arte, astebetez bertso munduan aritzeko aukera eskainiko dute aurten ere bertso udalekuek. 9-18 urte arteko neska-mutilentzat dira, eta Amaiurren, Irañetan, Larraulen eta Zuhatzan izango dira."
2023/02/22,"Otamendi: 'Min handia egin ziguten, baina jendearen berotasunak kalte hori sendatu zuen'",Egunkariaren itxierarekin abiatu zen bidea hizpide duen ekitaldia egin dute Errenterian. Gertatutakoagatik erreparaziorik ez dutela jaso gogoratu dute gaur Errenterian.
2023/02/21,20 urte Euskaldunon Egunkaria itxi zutela Auzitegi Nazionalaren aginduz,Egunkariaren zuzendaritzako 10 lagun atxilotu zituen Guardia Zibilak. Inkomunikatuta egon ziren bitartean torturatuak izan zirela salatu zuten atxilotuek. Milaka lagun irten ziren manifestazioan Egunkariaren itxieraren kontra.
2023/02/21,Iñaki Uria: ''Inbasio bat izan zen gure hizkuntzarentzat'',"Egunkariako kontseilari delegatuak ""Egun on Euskadi"" saioan azaldu duenez, ""herritarren erantzuna oso garrantzitsua izan zen""."
2023/02/21,"EAEko familia guztiek izango dute D ereduan matrikulatzeko aukera, Pedrosaren hitzetan","Radio Euskadiko ""Boulevard"" saioan elkarrizketatu dute astelehen honetan Hezkuntza sailburuordea, segregazioaren aurkako neurriek eragin dituzten kezkak argitze aldera."
2023/02/21,"""Oso argi genuen itxieraren momentutik bertatik hurrengo egunean ere kalean izan behar genuela""","Imanol Murua Uria kazetari eta EHUko irakasleak 'Egunero behar genuen' liburua argitaratu du. 'Euskaldunon Egunkaria' itxi eta hurrengo egunean atera zen kazetaren lehendabiziko alea. Lau hilabetez argitaratu zuten, harik eta Berria egunkaria kaleratu zuten arte.  "
2023/02/20,20 urte Euskaldunon Egunkaria itxi zutela: euskal prentsa-askatasuna ixilarazi nahi izan zutenean,"Euskaraz argitaratzen zen egunkari bakarraren itxiera agindu zuen Juan de Olmo epaile espainiarrak 2003ko otsailaren 20an. ETAkide zirela egotzita, atxilotutako 10 lagunek zazpi urtez itxaron behar izan zuten errugabe zirela frogatu arte. Hona hemen bi hamarkada horien kronologia.  "
2023/02/20,"35 urteko ibilbidea ospatuko du aurten Pirritx, Porrotx eta Marimotots hirukoteak  ","Pirritx, Porrotx eta Marimotots pailazoen bisita jaso du gaur Joseba Arguiñanok. Aurten 35 urte beteko dituzte elkarrekin euskararen eta alaitasunaren alde lanean, eta ikuskizun berezia prestatu dute, pertsonaia eta kantu ugari bilduta."
2023/02/20,"Zozketa! ""Momiak"" filma ikusteko sarrerak","Otsailaren 24an estreinatuko da ""Momiak"" filma Zineuskadiren eskutik. 14 sarrera bikoitz zozkatuko ditugu izena ematen duten 3 Klubeko kideen artean."
2023/02/20,''Momiak'' filmaren trailerra,"Momia mundu bat dago lur azpian. Inperioaren aginduz, Nefer printzesak Thutekin ezkondu behar du eta Thutek faraoiak eman dion errege eraztuna zaindu beharko du. 
Bitartean, gure munduan, Lord Carnabyk indusketa arkeologiko bat egiten du eta Egiptoko errege-ezkontzako eraztun bat aurkitu du."
2023/02/20,"Edurne Azkarate aktorea: ""Izan zaitezke euskalduna euskara perfekturik gabe, euskalkirik izan gabe""","Lehen eta bigarren mailako euskaldunen arteko eztabaida piztu da, Edurne Azkarate aktoreak ""Irati"" pelikularen aurkezpeneko elkarrizketa batean esandakoaren ondotik."
2023/02/20,"Elbira Zipitria euskal pedagogiaren aitzindariari eskainitako dokumentala, gaur gauean, EITB Median","Elbira Zipitriak etxez etxe antolatutako ikastoletan irakatsi zuen euskaraz, klandestinitatean erabat. Euskal pedagogiaren aitzindaria izan zen, garairik latzenetan ere etengabe jardun zuena. Ez galdu 'Elbira' dokumentalaren estreinaldia, gaur, 22:30ean, ETB1en."
2023/02/20,"Aner Peritz, Edurne Azkaratek esandakoarekin bat eginez: ""Bigarren mailako euskaldunak daude""","Twitterren eztabaida itzela izan da asteburuan, Edurne Azkaratek aitortu duelako arabarra izateagatik bigarren mailako euskalduna sentitu dela askotan. Aktoreak esandakoaren aurka hainbat erabiltzaile mintzatu dira, baina Peritzek Azkarate defendatu du."
2023/02/20,"Pat Cowie: ""Eskozian maiatzean eta ekainean dagoen argitasuna ekarriko nuke Euskal Herrira""","Eskoziako Port Gordonen jaio eta nerabe zela Londresa joan behar izan zuen aitaren lanagatik. Horrek bizimodu berria ireki zion eta Unibertsitatean euskal jaiotorriko ikaskidea ezagututa iritsi zen Pat Cowie Euskal Herrira, orain 36 urte. "
2023/02/18,Euskararen zonifikazioaren kontra protesta egin dute Mañerun,"Udalak eremu ez-euskaldunetik eremu mistora igarotzeko eskatu eta Foru Parlamentuak eskaera atzera bota ondoren, haserre daude mañeruarrak. Izan ere, besteak beste, eskola itxi eta seme-alabak beste herri batzuetara bidali behar izan dituztela salatu dute, euskaraz ikasi ahal dezaten. "
2023/02/20,Mañeruarrek eremu mistoan sartzea aldarrikatu dute euskaraz normaltasunez bizi ahal izatea,"Udalak eremu ez-euskaldunetik eremu mistora igarotzeko eskatu eta Foru Parlamentuak eskaera atzera bota ondoren, kalera atera dira beste behin mañeruarrak. Izan ere, besteak beste, eskola itxi eta seme-alabak beste herri batzuetara bidali behar izan dituztela salatu dute, euskaraz ikasi ahal dezaten"
2023/02/19,"Lehen ataleko unerik onenak: Arene berria, Liliren laguna, entrenatzaile berria eta beste hainbat ezusteko","Ikasturte berria ondo pasatzeko jarreraz hastea erabaki du Arenek. Horrez gain, Larrak ez du entrenatzaile izaten jarraituko eta, hortaz, Eunatek hartuko du haren postua. Sorpresaz beteta iritsi da denboraldi berria. Ikusi!"
2023/02/20,"Gorka Zubizarreta: ''Euspot, euskarazko spot lehiaketa, urtetik urtera handitzen joan da''","Euspot, euskarazko spot lehiaketako 12. edizioaren helburua gazteengan bokazio zientifiko eta teknikoak sustatzea da. Gorka Zubizarretak, Euspot-eko kideak, ""Hitzokei"" saioan azaldu duenez, azken urteetan lehiaketan parte hartu duten lanen hazkundea nabarmena izan da bai kalitatean eta kantitatean."
2023/02/14,Juan Luis Serrano: ''Nire amona harro sentituko zen ni euskaraz hitz egiten entzuteaz',"Juan Luis Serranok, gaztea zela, ez zekien euskaraz. Bere amonak, berriz, ez zekien gaztelaniaz. Jubilatu eta gero ikasi du euskara, eta Juan Luisek 'Ta bihar zer?"" saioan aitortu duenez ""gaur egun amona harro sentituko zen bera euskaraz hitz egiten entzuteaz""."
